Publication,Publication date,News url,Article #,Sentence #,Sentence,Word,Pos,Chunk,NER_tag,Mapping,Target,Opinion,Aspect,Sentiment,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,4,It's not often equity research hits the front page of national newspapers (even in the Financial Times).,"['According', 'to', 'Ledbury', ':', 'The', 'point', 'seems', 'to', 'be', 'that', 'in', 'the', 'brave', 'new', 'kind-of-maybe-post-recession', 'world', 'that', 'famous', 'new', '""', 'choosy', 'consumer', '""', 'everyone', 'keeps', 'talking', 'about', 'has', 'realized', 'how', 'bananas', 'it', 'was', 'to', 'spend', 'a', 'few', 'hundred', 'dollars', 'on', 'jeans', 'when', 'they', 'could', 'get', 'them', 'at', 'the', 'Gap', '(', 'for', 'example', ')', 'for', 'significantly', 'less', ',', 'and', 'save', 'their', 'money', 'for', 'more', 'important', 'things', 'like', ',', 'well', ',', 'school', 'fees', '.']","['VBG', 'IN', 'NNP', ':', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'IN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'JJ', '``', 'JJ', 'NN', ""''"", 'NN', 'VBZ', 'VBG', 'IN', 'VBZ', 'VBN', 'WRB', 'NNS', 'PRP', 'VBD', 'TO', 'VB', 'DT', 'JJ', 'CD', 'NNS', 'IN', 'NNS', 'WRB', 'PRP', 'MD', 'VB', 'PRP', 'IN', 'DT', 'NNP', ',', 'IN', 'NN', '-RRB-', 'IN', 'RB', 'JJR', ',', 'CC', 'VB', 'PRP$', 'NN', 'IN', 'RBR', 'JJ', 'NNS', 'IN', ',', 'UH', ',', 'NN', 'NNS', '.']","['B-PP', 'B-PP', 'B-NP', 'O', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'B-SBAR', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-NP', 'B-VP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-ADVP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'O', 'O', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'O', 'B-ADVP', 'O', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['the Financial Times', -1]]",[nan],[nan],[nan],[nan],0.0,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.009615384615384616
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,5,"""The percentage of smokers is declining across the developed world, and the declines are more or less in a straight line in most markets,"" said Citigroup analyst Adam Spielman.","['On', 'the', 'surface', ',', 'this', 'makes', 'sense', ':', 'spending', 'a', 'lot', 'of', 'money', 'on', 'jeans', 'sounds', 'like', 'a', 'sucker', 'thing', 'to', 'do', '.']","['IN', 'DT', 'NN', ',', 'DT', 'VBZ', 'NN', ':', 'VBG', 'DT', 'NN', 'IN', 'NN', 'IN', 'NNS', 'VBZ', 'IN', 'DT', 'NN', 'NN', 'TO', 'VB', '.']","['B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'O', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'O']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","[['Citigroup', ['0027L0-E']]]",[nan],[nan],[nan],[nan],0.011363636363636364,0.005681818181818182,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.005681818181818182
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,6,"Companies such as British American Tobacco, the maker of Lucky Strike and Dunhill cigarettes, and Imperial Tobacco, which produces Lambert & Butler and Gitanes, are still good defensive stocks, boasting decent dividend yields.","['Levis', 'were', 'good', 'enough', 'for', 'cowboys', ';', 'should', ""n't"", 'they', 'be', 'good', 'enough', 'for', 'us', '?']","['NNP', 'VBD', 'JJ', 'RB', 'IN', 'NNS', ':', 'MD', 'RB', 'PRP', 'VB', 'JJ', 'RB', 'IN', 'PRP', '.']","['B-NP', 'B-VP', 'B-ADJP', 'I-ADJP', 'B-PP', 'B-NP', 'O', 'O', 'O', 'B-NP', 'B-VP', 'B-ADJP', 'I-ADJP', 'B-PP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['British American Tobacco', ['000CN6-E']], ['Lucky Strike', -1], ['Dunhill', ['000TRY-E']], ['Imperial Tobacco', ['06SG0X-E']], ['Lambert & Butler', -1]]",[nan],[nan],[nan],[nan],0.017699115044247787,0.017699115044247787,0.004424778761061947,0.004424778761061947,0.0,0.0,0.004424778761061947,0.0,0.004424778761061947,0.008849557522123894
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,7,"Uruguay already has 80 per cent devoted to graphic images and, by the end of this year, the European Commission is expected to recommend plain packaging be considered for use throughout the EU, Spielman notes.","['It', ""'s"", 'the', 'kind', 'of', 'thing', 'a', 'budget', 'director', 'would', 'pinpoint', 'if', 'asked', 'to', 'cut', 'expenditures', ',', 'especially', 'given', 'that', 'ye', 'olde', 'casual', 'Friday', ',', 'and', 'the', 'whole', 'idea', 'of', 'denim', 'for', 'work', ',', 'seems', 'to', 'have', 'gone', 'the', 'way', 'of', 'the', 'housing', 'bubble', ',', 'thus', 'lessening', 'the', 'ability', 'of', 'consumers', 'to', 'ammortise', 'the', 'cost', 'of', 'their', 'denim', 'of', 'time', '/', 'use', '.']","['PRP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'DT', 'NN', 'NN', 'MD', 'VB', 'IN', 'VBN', 'TO', 'VB', 'NNS', ',', 'RB', 'VBN', 'IN', 'PRP', 'VB', 'JJ', 'NNP', ',', 'CC', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN', ',', 'VBZ', 'TO', 'VB', 'VBN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'RB', 'VBG', 'DT', 'NN', 'IN', 'NNS', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NN', 'SYM', 'NN', '.']","['B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-SBAR', 'B-VP', 'B-VP', 'I-VP', 'B-NP', 'O', 'B-ADVP', 'B-PP', 'B-SBAR', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'O', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-ADVP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['the European Commission', -1], ['EU', ['05JB5W-E']]]",[nan],[nan],[nan],[nan],0.009569377990430622,0.0,0.0,0.004784688995215311,0.0,0.0,0.0,0.0,0.004784688995215311,0.009569377990430622
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,8,BAT is particularly at risk from profit-taking.,"['Yet', 'I', 'think', 'there', ""'s"", 'a', 'flaw', 'in', 'this', 'logic', ',', 'as', 'anyone', 'who', 'has', 'ever', 'tried', 'on', 'a', 'pair', 'of', 'jeans', 'that', 'transformed', 'their', 'lower', 'half', 'can', 'tell', 'you', '.']","['CC', 'PRP', 'VBP', 'EX', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'IN', 'NN', 'WP', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'WDT', 'VBD', 'PRP$', 'JJR', 'NN', 'MD', 'VB', 'PRP', '.']","['O', 'B-NP', 'B-VP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-SBAR', 'B-NP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC']","[['BAT', ['00C3LG-E']]]",[nan],[nan],[nan],[nan],0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,9,"Imperial Tobacco did not perform nearly as well in 2010, rising just 0.4 per cent and underperforming the market by about 9 per cent.","['Really', 'well-cut', 'denim', 'can', 'make', 'you', 'look', 'and', 'feel', 'like', 'a', 'completely', 'different', 'person', ',', 'and', 'that', 'feeling', 'is', 'both', 'impossible', 'to', 'quantify', 'and', 'startlingly', 'powerful', 'as', 'a', 'consumption', 'driver', '.']","['RB', 'JJ', 'NN', 'MD', 'VB', 'PRP', 'VB', 'CC', 'VB', 'IN', 'DT', 'RB', 'JJ', 'NN', ',', 'CC', 'DT', 'NN', 'VBZ', 'DT', 'JJ', 'TO', 'VB', 'CC', 'RB', 'JJ', 'IN', 'DT', 'NN', 'NN', '.']","['B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'B-VP', 'O', 'B-ADJP', 'B-VP', 'I-VP', 'O', 'B-ADJP', 'I-ADJP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Imperial Tobacco', ['06SG0X-E']]]",[nan],[nan],[nan],[nan],0.0,0.0075187969924812035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,10,Its prospective PE is just 10.2 per cent.,"['It', 'also', ',', 'generally', ',', 'costs', 'money', '.']","['PRP', 'RB', ',', 'RB', ',', 'VBZ', 'NN', '.']","['B-NP', 'B-ADVP', 'O', 'B-ADVP', 'O', 'B-VP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","[['PE', ['05LJPT-E']]]",[nan],[nan],[nan],[nan],0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,11,BAT and Imperial Tobacco are also facing difficult trading in several of their key markets.,"['Interestingly', ',', 'Tomas', 'Maier', 'got', 'at', 'this', 'in', 'the', 'New', 'Yorker', 'piece', 'I', 'wrote', 'about', 'yesterday', ',', 'when', 'he', 'said', 'everyone', 'should', '""', 'Just', 'have', 'less', '.', '""']","['RB', ',', 'NNP', 'NNP', 'VBD', 'IN', 'DT', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'PRP', 'VBD', 'IN', 'NN', ',', 'WRB', 'PRP', 'VBD', 'NN', 'MD', '``', 'RB', 'VB', 'JJR', '.', ""''""]","['B-ADVP', 'O', 'B-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'O', 'B-ADVP', 'B-NP', 'B-VP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-NP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['BAT', ['00C3LG-E']], ['Imperial Tobacco', ['06SG0X-E']]]",[nan],[nan],[nan],[nan],0.0,0.02197802197802198,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.01098901098901099
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,12,"BAT is facing significant volume declines in Japan (about 6 per cent of sales), according to Merrill Lynch, because of tax increases and disruption in Mexico (2 per cent of sales) following a recent hike in excise duty.","['He', 'did', ""n't"", 'mean', 'people', 'should', ""n't"", 'have', 'expensive', 'stuff', ',', 'but', 'that', 'they', 'should', 'save', 'their', 'money', 'and', 'spend', 'it', 'on', 'one', 'really', 'good', 'example', 'of', 'whatever', 'they', 'wanted', '.']","['PRP', 'VBD', 'RB', 'VB', 'NNS', 'MD', 'RB', 'VB', 'JJ', 'NN', ',', 'CC', 'IN', 'PRP', 'MD', 'VB', 'PRP$', 'NN', 'CC', 'VB', 'PRP', 'IN', 'CD', 'RB', 'JJ', 'NN', 'IN', 'WDT', 'PRP', 'VBD', '.']","['B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'O', 'B-SBAR', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-NP', 'B-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","[['BAT', ['00C3LG-E']], ['Merrill Lynch', ['000R3K-E']]]",['Bottega'],[' He was talking about Bottega bags'],['corporate'],[-0.043792545999999995],0.0045662100456621,0.0091324200913242,0.0045662100456621,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0091324200913242,0.0,0.0045662100456621
Financial Times,1/6/2011,https://www.ft.com/content/38eaa9fa-35db-38f0-9f5b-953ad8efab92,20,13,"Spain, which accounts for about 8 per cent of group profits at Imperial, raised taxes sharply last month Now, tobacco companies have generally been able to offset significant declines in sales brought on by higher taxes or smokers quitting with pricing.","['He', 'was', 'talking', 'about', 'Bottega', 'bags', ',', 'but', 'he', 'could', 'just', 'have', 'easily', 'been', 'talking', 'about', ',', 'say', ',', 'Ernest', 'Sewn', 'jeans', ',', 'or', '(', 'fill', 'in', 'the', 'blank', 'according', 'to', 'your', 'body', 'type', ')', '.']","['PRP', 'VBD', 'VBG', 'IN', 'NNP', 'NNS', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'RB', 'VBN', 'VBG', 'IN', ',', 'UH', ',', 'NNP', 'NNP', 'NNS', ',', 'CC', ',', 'VB', 'IN', 'DT', 'NN', 'VBG', 'IN', 'PRP$', 'NN', 'NN', '-RRB-', '.']","['B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'O', 'O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'I-VP', 'I-VP', 'B-PP', 'O', 'B-INTJ', 'O', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'O', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[['Imperial', ['06SG0X-E']]]",[nan],[nan],[nan],[nan],0.003952569169960474,0.01976284584980237,0.0,0.003952569169960474,0.0,0.0,0.0,0.007905138339920948,0.0,0.003952569169960474
Financial Times,1/6/2011,https://www.ft.com/content/39807a8e-2720-11e0-80d7-00144feab49a,20,14,"Note that BAT, which boasts a prospective dividend yield of more than 5 per cent, generates about 60 per cent of its sales from emerging markets.","['All', 'of', 'which', 'suggests', ',', 'to', 'me', 'at', 'least', ',', 'that', 'the', 'premium', 'denim', 'market', 'may', 'contract', ',', 'but', 'it', 'wo', ""n't"", 'disappear', '.']","['DT', 'IN', 'WDT', 'VBZ', ',', 'IN', 'PRP', 'IN', 'JJS', ',', 'IN', 'DT', 'NN', 'NN', 'NN', 'MD', 'VB', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', '.']","['B-NP', 'B-PP', 'B-NP', 'B-VP', 'O', 'B-PP', 'B-NP', 'B-ADVP', 'I-ADVP', 'O', 'B-SBAR', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'O', 'O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'O']","['B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O']","[['BAT', ['00C3LG-E']]]",[nan],[nan],[nan],[nan],0.013793103448275862,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/6/2011,https://www.ft.com/content/39807a8e-2720-11e0-80d7-00144feab49a,21,1,"The inaugural show by the world's foremost art dealer follows recent exhibitions by galleries in Hong Kong of paintings by Pablo Picasso and a ""Modern Masters"" selling exhibition by Sotheby's.","['It', 'is', 'hard', 'to', 'believe', 'there', 'were', 'no', 'tablet', 'devices', 'of', 'any', 'consequence', 'at', 'the', 'Consumer', 'Electronics', 'Show', 'in', 'January', '2010', '–', 'we', 'have', 'heard', 'of', 'little', 'else', 'since', ',', 'with', 'Apple', 'unveiling', 'the', 'iPad', 'later', 'that', 'month', '.']","['PRP', 'VBZ', 'JJ', 'TO', 'VB', 'EX', 'VBD', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CD', ',', 'PRP', 'VBP', 'VBN', 'IN', 'JJ', 'RB', 'RB', ',', 'IN', 'NNP', 'VBG', 'DT', 'NNP', 'RB', 'DT', 'NN', '.']","['B-NP', 'B-VP', 'B-ADJP', 'B-VP', 'I-VP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'B-ADVP', 'O', 'B-PP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O']","[[""Sotheby 's"", -1]]",['Apple'],[' Apple unveiling the iPad later that month'],['stock'],[0.02367815],0.010416666666666666,0.0,0.0,0.005208333333333333,0.0,0.0,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.005208333333333333
Financial Times,1/6/2011,https://www.ft.com/content/39807a8e-2720-11e0-80d7-00144feab49a,21,2,"At  Christie's sale in November , an 18th century pink enamelled blue-and-white moonflask, for instance, sold for HK$123.86m ($16m), several times the auction house's estimate.","['At', 'CES', '2011', 'in', 'Las', 'Vegas', 'this', 'week', ',', 'I', 'estimate', 'more', 'than', '100', 'are', 'on', 'display', ',', 'with', 'players', 'coming', 'from', 'all', 'sides', '–', 'such', 'as', 'Motorola', 'from', 'the', 'phone', 'market', 'and', 'Toshiba', 'from', 'the', 'notebook', 'industry', '.']","['IN', 'NNP', 'CD', 'IN', 'NNP', 'NNP', 'DT', 'NN', ',', 'PRP', 'VBP', 'JJR', 'IN', 'CD', 'VBP', 'IN', 'NN', ',', 'IN', 'NNS', 'VBG', 'IN', 'DT', 'NNS', 'NN', 'JJ', 'IN', 'NNP', 'IN', 'DT', 'NN', 'NN', 'CC', 'NNP', 'IN', 'DT', 'NN', 'NN', '.']","['B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PP', 'B-NP', 'O', 'B-PP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-PP', 'I-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']","[[""Christie 's"", -1]]","['CES', 'Motorola', 'Toshiba']","[' I estimate more than 100', ' players coming from all sides', ' players coming from all sides']","['stock', 'stock', 'stock']","[0.16462308, 0.05720305, 0.05720305]",0.0,0.005681818181818182,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
Financial Times,1/6/2011,https://www.ft.com/content/39807a8e-2720-11e0-80d7-00144feab49a,21,3,"""It's wonderful for Hong Kong that arguably the most significant art dealer in the world has chosen Hong Kong as his sole outpost in Asia,"" said Ben Brown, the owner of Ben Brown Fine Arts in Hong Kong, which brought a Picasso exhibition to the city last year.","['Tablets', 'are', 'undoubtedly', 'the', 'big', 'story', 'in', 'consumer', 'electronics', 'this', 'year', ',', 'with', 'sales', 'expected', 'to', 'more', 'than', 'double', 'to', '24m', 'in', 'the', 'US', 'alone', '.']","['NNS', 'VBP', 'RB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NNS', 'DT', 'NN', ',', 'IN', 'NNS', 'VBN', 'TO', 'RBR', 'IN', 'VB', 'IN', 'CD', 'IN', 'DT', 'NNP', 'RB', '.']","['B-NP', 'B-VP', 'B-ADVP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'O', 'B-SBAR', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-ADVP', 'O']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","[['Ben Brown Fine Arts', -1]]",[nan],[nan],[nan],[nan],0.01153846153846154,0.0,0.0,0.007692307692307694,0.0,0.003846153846153847,0.007692307692307694,0.007692307692307694,0.007692307692307694,0.0
Financial Times,1/6/2011,https://www.ft.com/content/39807a8e-2720-11e0-80d7-00144feab49a,21,4,"Sotheby's preview of its Modern Masters show in Beijing last year, which featured art by Picasso, Renoir and Monet and Chagall, drew many mainland Chinese potential buyers from provincial China.","['But', 'many', 'other', 'trends', 'for', '2011', 'are', 'visible', 'at', 'the', 'show', ',', 'where', '2,600', 'exhibitors', 'are', 'showing', 'their', 'new', 'products', '.']","['CC', 'JJ', 'JJ', 'NNS', 'IN', 'CD', 'VBP', 'JJ', 'IN', 'DT', 'NN', ',', 'WRB', 'CD', 'NNS', 'VBP', 'VBG', 'PRP$', 'JJ', 'NNS', '.']","['O', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-ADVP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[""Sotheby 's"", -1]]",[nan],[nan],[nan],[nan],0.010309278350515464,0.0,0.0,0.005154639175257732,0.0,0.0,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.005154639175257732
